repeat_id,outer_fold,artifact_id,true_label,model,point_probability_mean,artifact_probability,predicted_label,threshold,n_points
0,0,01,0,Logistic,0.11734570418188855,0.11734570418188855,0,0.44000000000000006,1
0,0,02,1,Logistic,0.5760768254307274,0.5760768254307274,1,0.44000000000000006,1
0,0,08,1,Logistic,0.9959098915782257,0.9959098915782257,1,0.44000000000000006,2
0,0,14,0,Logistic,0.048717686870675236,0.048717686870675236,0,0.44000000000000006,1
0,0,18,0,Logistic,0.12222944978705132,0.12222944978705132,0,0.44000000000000006,1
0,0,19,1,Logistic,0.8949601690486175,0.8949601690486175,1,0.44000000000000006,1
0,0,21,0,Logistic,0.14398049909770821,0.14398049909770821,0,0.44000000000000006,1
0,0,23,1,Logistic,0.871606610229124,0.871606610229124,1,0.44000000000000006,1
0,0,24,1,Logistic,0.09559730406766817,0.09559730406766817,0,0.44000000000000006,1
0,0,29,1,Logistic,0.31213294087402604,0.31213294087402604,0,0.44000000000000006,1
0,0,37,1,Logistic,0.7534810169790709,0.7534810169790709,1,0.44000000000000006,1
0,0,38,1,Logistic,0.5995903166723933,0.5995903166723933,1,0.44000000000000006,1
0,1,10,0,Logistic,0.939787998172659,0.939787998172659,1,0.5,1
0,1,22,0,Logistic,0.9047648176814621,0.9047648176814621,1,0.5,1
0,1,27,0,Logistic,0.9465483478809388,0.9465483478809388,1,0.5,1
0,1,28,1,Logistic,0.7852005010829447,0.7852005010829447,1,0.5,1
0,1,30,1,Logistic,0.7905713758316286,0.7905713758316286,1,0.5,2
0,1,40,1,Logistic,0.927563886432034,0.927563886432034,1,0.5,1
0,1,46,1,Logistic,0.85255768108484,0.85255768108484,1,0.5,1
0,1,47,1,Logistic,0.911113802116404,0.911113802116404,1,0.5,1
0,1,48,1,Logistic,0.8335394560832066,0.8335394560832066,1,0.5,1
0,1,54,1,Logistic,0.9154525790050404,0.9154525790050404,1,0.5,2
0,1,58,1,Logistic,0.8856181330940346,0.8856181330940346,1,0.5,1
0,2,03,0,Logistic,0.11729390517591921,0.11729390517591921,0,0.7500000000000002,2
0,2,06,0,Logistic,0.04680215163260698,0.04680215163260698,0,0.7500000000000002,2
0,2,09,0,Logistic,0.7882179326891207,0.7882179326891207,1,0.7500000000000002,1
0,2,11,1,Logistic,0.8908213924977549,0.8908213924977549,1,0.7500000000000002,1
0,2,20,1,Logistic,0.7489471568969776,0.7489471568969776,0,0.7500000000000002,1
0,2,25,1,Logistic,0.8205048158523914,0.8205048158523914,1,0.7500000000000002,1
0,2,26,1,Logistic,0.9503841194186369,0.9503841194186369,1,0.7500000000000002,2
0,2,33,1,Logistic,0.7694562365844932,0.7694562365844932,1,0.7500000000000002,1
0,2,34,1,Logistic,0.8936576690721403,0.8936576690721403,1,0.7500000000000002,1
0,2,44,1,Logistic,0.6998447455912264,0.6998447455912264,0,0.7500000000000002,1
0,2,56,1,Logistic,0.899824407165032,0.899824407165032,1,0.7500000000000002,1
0,3,04,0,Logistic,0.4540765232574329,0.4540765232574329,0,0.51,1
0,3,07,0,Logistic,0.5226805109809969,0.5226805109809969,1,0.51,1
0,3,16,0,Logistic,0.3769229993107327,0.3769229993107327,0,0.51,1
0,3,32,1,Logistic,0.5196584620081754,0.5196584620081754,1,0.51,1
0,3,35,1,Logistic,0.4602957561688193,0.4602957561688193,0,0.51,1
0,3,36,1,Logistic,0.5409839029529917,0.5409839029529917,1,0.51,1
0,3,41,1,Logistic,0.5198135023405437,0.5198135023405437,1,0.51,1
0,3,43,1,Logistic,0.5207426270919413,0.5207426270919413,1,0.51,2
0,3,49,1,Logistic,0.5160945322828181,0.5160945322828181,1,0.51,2
0,3,51,1,Logistic,0.5254822968262562,0.5254822968262562,1,0.51,2
0,3,52,1,Logistic,0.5251449831497254,0.5251449831497254,1,0.51,1
0,4,05,0,Logistic,0.1427038494262748,0.1427038494262748,0,0.6200000000000001,1
0,4,12,0,Logistic,0.34216108991219296,0.34216108991219296,0,0.6200000000000001,1
0,4,13,0,Logistic,0.14927564841904578,0.14927564841904578,0,0.6200000000000001,1
0,4,31,1,Logistic,0.05237574556538952,0.05237574556538952,0,0.6200000000000001,1
0,4,39,1,Logistic,0.9942916420508277,0.9942916420508277,1,0.6200000000000001,1
0,4,42,1,Logistic,0.9526650395314287,0.9526650395314287,1,0.6200000000000001,2
0,4,45,1,Logistic,0.7861440735688016,0.7861440735688016,1,0.6200000000000001,1
0,4,50,1,Logistic,0.9414836957499884,0.9414836957499884,1,0.6200000000000001,2
0,4,53,1,Logistic,0.8268584321444767,0.8268584321444767,1,0.6200000000000001,1
0,4,55,1,Logistic,0.27056182418617764,0.27056182418617764,0,0.6200000000000001,1
0,4,57,1,Logistic,0.9633980123772623,0.9633980123772623,1,0.6200000000000001,1
1,0,02,1,Logistic,0.6387359754863616,0.6387359754863616,1,0.5,1
1,0,12,0,Logistic,0.6351706027270138,0.6351706027270138,1,0.5,1
1,0,18,0,Logistic,0.42671417418035373,0.42671417418035373,0,0.5,1
1,0,19,1,Logistic,0.7051533647933788,0.7051533647933788,1,0.5,1
1,0,22,0,Logistic,0.6575750819011332,0.6575750819011332,1,0.5,1
1,0,23,1,Logistic,0.7009124485021295,0.7009124485021295,1,0.5,1
1,0,26,1,Logistic,0.7436117278876869,0.7436117278876869,1,0.5,2
1,0,27,0,Logistic,0.7164154054518246,0.7164154054518246,1,0.5,1
1,0,28,1,Logistic,0.6767430260244011,0.6767430260244011,1,0.5,1
1,0,34,1,Logistic,0.741062754958816,0.741062754958816,1,0.5,1
1,0,35,1,Logistic,0.4572346668218246,0.4572346668218246,0,0.5,1
1,0,38,1,Logistic,0.7289754377670701,0.7289754377670701,1,0.5,1
1,1,06,0,Logistic,0.09363366123192536,0.09363366123192536,0,0.44000000000000006,2
1,1,09,0,Logistic,0.6905761763480515,0.6905761763480515,1,0.44000000000000006,1
1,1,10,0,Logistic,0.6825134331974925,0.6825134331974925,1,0.44000000000000006,1
1,1,29,1,Logistic,0.460558753664772,0.460558753664772,1,0.44000000000000006,1
1,1,30,1,Logistic,0.5789445771962083,0.5789445771962083,1,0.44000000000000006,2
1,1,31,1,Logistic,0.3603073136858151,0.3603073136858151,0,0.44000000000000006,1
1,1,32,1,Logistic,0.6517218172355606,0.6517218172355606,1,0.44000000000000006,1
1,1,37,1,Logistic,0.6873226712743772,0.6873226712743772,1,0.44000000000000006,1
1,1,40,1,Logistic,0.8188572518901,0.8188572518901,1,0.44000000000000006,1
1,1,47,1,Logistic,0.6931541109658161,0.6931541109658161,1,0.44000000000000006,1
1,1,52,1,Logistic,0.774852382168482,0.774852382168482,1,0.44000000000000006,1
1,2,07,0,Logistic,0.8382699397737626,0.8382699397737626,1,0.5900000000000001,1
1,2,11,1,Logistic,0.9915864794412991,0.9915864794412991,1,0.5900000000000001,1
1,2,13,0,Logistic,0.05843118612662568,0.05843118612662568,0,0.5900000000000001,1
1,2,14,0,Logistic,0.02322542353526882,0.02322542353526882,0,0.5900000000000001,1
1,2,24,1,Logistic,0.02412351983421476,0.02412351983421476,0,0.5900000000000001,1
1,2,36,1,Logistic,0.9420922556427728,0.9420922556427728,1,0.5900000000000001,1
1,2,43,1,Logistic,0.9977640290510628,0.9977640290510628,1,0.5900000000000001,2
1,2,46,1,Logistic,0.9903135993370648,0.9903135993370648,1,0.5900000000000001,1
1,2,54,1,Logistic,0.9878010989834849,0.9878010989834849,1,0.5900000000000001,2
1,2,55,1,Logistic,0.06669139250304267,0.06669139250304267,0,0.5900000000000001,1
1,2,56,1,Logistic,0.9718853385700407,0.9718853385700407,1,0.5900000000000001,1
1,3,04,0,Logistic,0.31744036334134484,0.31744036334134484,0,0.5,1
1,3,05,0,Logistic,0.30776346590197284,0.30776346590197284,0,0.5,1
1,3,08,1,Logistic,0.9991766238803806,0.9991766238803806,1,0.5,2
1,3,21,0,Logistic,0.11122497718831002,0.11122497718831002,0,0.5,1
1,3,25,1,Logistic,0.726739677767574,0.726739677767574,1,0.5,1
1,3,33,1,Logistic,0.672600111081056,0.672600111081056,1,0.5,1
1,3,41,1,Logistic,0.9981342220938249,0.9981342220938249,1,0.5,1
1,3,44,1,Logistic,0.44645037970719154,0.44645037970719154,0,0.5,1
1,3,45,1,Logistic,0.492336211058177,0.492336211058177,0,0.5,1
1,3,48,1,Logistic,0.16169521625300023,0.16169521625300023,0,0.5,1
1,3,50,1,Logistic,0.9455186284124919,0.9455186284124919,1,0.5,2
1,4,01,0,Logistic,0.1608040607137439,0.1608040607137439,0,0.54,1
1,4,03,0,Logistic,0.0636292714329488,0.0636292714329488,0,0.54,2
1,4,16,0,Logistic,0.009191940145118508,0.009191940145118508,0,0.54,1
1,4,20,1,Logistic,0.8330114101613003,0.8330114101613003,1,0.54,1
1,4,39,1,Logistic,0.9993911263797369,0.9993911263797369,1,0.54,1
1,4,42,1,Logistic,0.9884787702492294,0.9884787702492294,1,0.54,2
1,4,49,1,Logistic,0.9755443370980237,0.9755443370980237,1,0.54,2
1,4,51,1,Logistic,0.9989350278312018,0.9989350278312018,1,0.54,2
1,4,53,1,Logistic,0.902949932647389,0.902949932647389,1,0.54,1
1,4,57,1,Logistic,0.9868217248569092,0.9868217248569092,1,0.54,1
1,4,58,1,Logistic,0.9892624825670381,0.9892624825670381,1,0.54,1
2,0,02,1,Logistic,0.7092422587409156,0.7092422587409156,1,0.5,1
2,0,05,0,Logistic,0.2525465646567395,0.2525465646567395,0,0.5,1
2,0,09,0,Logistic,0.5778859336603286,0.5778859336603286,1,0.5,1
2,0,13,0,Logistic,0.2330171530887101,0.2330171530887101,0,0.5,1
2,0,23,1,Logistic,0.9419755697152407,0.9419755697152407,1,0.5,1
2,0,26,1,Logistic,0.9993476446417715,0.9993476446417715,1,0.5,2
2,0,30,1,Logistic,0.630995644286919,0.630995644286919,1,0.5,2
2,0,33,1,Logistic,0.803323194639924,0.803323194639924,1,0.5,1
2,0,34,1,Logistic,0.9526155649557463,0.9526155649557463,1,0.5,1
2,0,39,1,Logistic,0.9964449011516776,0.9964449011516776,1,0.5,1
2,0,51,1,Logistic,0.9920541222808741,0.9920541222808741,1,0.5,2
2,1,06,0,Logistic,0.1113892501729759,0.1113892501729759,0,0.5,2
2,1,18,0,Logistic,0.18464814863300538,0.18464814863300538,0,0.5,1
2,1,24,1,Logistic,0.07761810694122671,0.07761810694122671,0,0.5,1
2,1,27,0,Logistic,0.5019482141391666,0.5019482141391666,1,0.5,1
2,1,37,1,Logistic,0.8133985849909839,0.8133985849909839,1,0.5,1
2,1,45,1,Logistic,0.792630569399747,0.792630569399747,1,0.5,1
2,1,49,1,Logistic,0.9092791388572156,0.9092791388572156,1,0.5,2
2,1,50,1,Logistic,0.9117121780376385,0.9117121780376385,1,0.5,2
2,1,52,1,Logistic,0.9014649612647623,0.9014649612647623,1,0.5,1
2,1,54,1,Logistic,0.9511186630400225,0.9511186630400225,1,0.5,2
2,1,56,1,Logistic,0.9268640337471152,0.9268640337471152,1,0.5,1
2,2,03,0,Logistic,0.14847691520419729,0.14847691520419729,0,0.8,2
2,2,10,0,Logistic,0.7626243972710197,0.7626243972710197,0,0.8,1
2,2,11,1,Logistic,0.8902655550113123,0.8902655550113123,1,0.8,1
2,2,12,0,Logistic,0.7519695188390839,0.7519695188390839,0,0.8,1
2,2,14,0,Logistic,0.1673061137834872,0.1673061137834872,0,0.8,1
2,2,19,1,Logistic,0.8431826788285673,0.8431826788285673,1,0.8,1
2,2,20,1,Logistic,0.763700478009444,0.763700478009444,0,0.8,1
2,2,38,1,Logistic,0.8714251852800523,0.8714251852800523,1,0.8,1
2,2,44,1,Logistic,0.8334694085509028,0.8334694085509028,1,0.8,1
2,2,46,1,Logistic,0.8661726639303108,0.8661726639303108,1,0.8,1
2,2,48,1,Logistic,0.8126944294152177,0.8126944294152177,1,0.8,1
2,2,55,1,Logistic,0.44075893838942,0.44075893838942,0,0.8,1
2,3,01,0,Logistic,0.10422494042855457,0.10422494042855457,0,0.56,1
2,3,04,0,Logistic,0.16736928891499678,0.16736928891499678,0,0.56,1
2,3,08,1,Logistic,0.9996368708935616,0.9996368708935616,1,0.56,2
2,3,21,0,Logistic,0.13137631981947834,0.13137631981947834,0,0.56,1
2,3,25,1,Logistic,0.8672637467814772,0.8672637467814772,1,0.56,1
2,3,31,1,Logistic,0.04767474835061429,0.04767474835061429,0,0.56,1
2,3,35,1,Logistic,0.017168202226523543,0.017168202226523543,0,0.56,1
2,3,41,1,Logistic,0.999370021445997,0.999370021445997,1,0.56,1
2,3,42,1,Logistic,0.9760207693269595,0.9760207693269595,1,0.56,2
2,3,43,1,Logistic,0.9988937653918213,0.9988937653918213,1,0.56,2
2,3,58,1,Logistic,0.9750740788591901,0.9750740788591901,1,0.56,1
2,4,07,0,Logistic,0.8644890054550366,0.8644890054550366,1,0.5,1
2,4,16,0,Logistic,0.005186099121166107,0.005186099121166107,0,0.5,1
2,4,22,0,Logistic,0.7802756938576475,0.7802756938576475,1,0.5,1
2,4,28,1,Logistic,0.7240268759729357,0.7240268759729357,1,0.5,1
2,4,29,1,Logistic,0.5132844516768696,0.5132844516768696,1,0.5,1
2,4,32,1,Logistic,0.8085562932695082,0.8085562932695082,1,0.5,1
2,4,36,1,Logistic,0.9405097789161688,0.9405097789161688,1,0.5,1
2,4,40,1,Logistic,0.9452972939870342,0.9452972939870342,1,0.5,1
2,4,47,1,Logistic,0.852575433264876,0.852575433264876,1,0.5,1
2,4,53,1,Logistic,0.8467471496458361,0.8467471496458361,1,0.5,1
2,4,57,1,Logistic,0.9307074788277996,0.9307074788277996,1,0.5,1
3,0,01,0,Logistic,0.21207566728182575,0.21207566728182575,0,0.53,1
3,0,03,0,Logistic,0.10742645307539411,0.10742645307539411,0,0.53,2
3,0,04,0,Logistic,0.25815871818297764,0.25815871818297764,0,0.53,1
3,0,08,1,Logistic,0.9939769735731021,0.9939769735731021,1,0.53,2
3,0,20,1,Logistic,0.5886670938697478,0.5886670938697478,1,0.53,1
3,0,25,1,Logistic,0.711549756709466,0.711549756709466,1,0.53,1
3,0,36,1,Logistic,0.839972047597547,0.839972047597547,1,0.53,1
3,0,41,1,Logistic,0.990796167411517,0.990796167411517,1,0.53,1
3,0,43,1,Logistic,0.9868067031187241,0.9868067031187241,1,0.53,2
3,0,46,1,Logistic,0.8393582060449705,0.8393582060449705,1,0.53,1
3,0,49,1,Logistic,0.8897386042416766,0.8897386042416766,1,0.53,2
3,1,02,1,Logistic,0.8008828697645308,0.8008828697645308,1,0.5,1
3,1,12,0,Logistic,0.8347473404905307,0.8347473404905307,1,0.5,1
3,1,14,0,Logistic,0.1390669698347094,0.1390669698347094,0,0.5,1
3,1,21,0,Logistic,0.0731257069757095,0.0731257069757095,0,0.5,1
3,1,28,1,Logistic,0.6523019195128862,0.6523019195128862,1,0.5,1
3,1,37,1,Logistic,0.8051220192830277,0.8051220192830277,1,0.5,1
3,1,38,1,Logistic,0.9070135188933462,0.9070135188933462,1,0.5,1
3,1,45,1,Logistic,0.8199910288254161,0.8199910288254161,1,0.5,1
3,1,47,1,Logistic,0.8264596630660394,0.8264596630660394,1,0.5,1
3,1,52,1,Logistic,0.9103986759480713,0.9103986759480713,1,0.5,1
3,1,53,1,Logistic,0.7610634963139405,0.7610634963139405,1,0.5,1
3,2,05,0,Logistic,0.155609489317393,0.155609489317393,0,0.5,1
