glass_type,component,predicted_unweathered_pct,predicted_weathered_pct,difference_pct_point,ci_low,ci_high
高钾,SiO2,69.1268722685467,91.27810194583732,22.151229677290615,15.51943240895839,25.691106035676324
高钾,K2O,10.507602412919459,1.7654353786794066,-8.742167034240053,-10.495478639570658,-4.32610323790787
高钾,CaO,6.36341268637045,0.7132304929608002,-5.650182193409649,-6.934387450623537,-3.031947147790079
高钾,MgO,1.1721821870818308,0.9011192658554512,-0.27106292122637954,-0.6350484711215251,0.20365218167131152
高钾,Al2O3,6.183716029570229,1.6843764578460954,-4.499339571724134,-6.2080071062110775,-2.8309193405718536
高钾,Fe2O3,1.6080808160824873,0.24954416345926866,-1.3585366526232185,-2.341235072198247,-0.5696226944399422
高钾,CuO,2.2146694337515047,1.305839878644261,-0.9088295551072436,-2.013338246947203,0.17182281449753428
高钾,PbO,0.42467881748141256,0.3400457986844664,-0.08463301879694618,-0.16927274361120603,0.2878793940001467
高钾,BaO,1.3471501211713781,1.3407520062416116,-0.006398114929766496,-0.19618221791802146,0.14690975644522236
高钾,P2O5,0.9720077449362841,0.3389720606822336,-0.6330356842540504,-1.2806519062484418,-0.22365644684321173
高钾,SrO,0.07962748208825553,0.0825825511090846,0.002955069020829079,-0.007585498904358076,0.017144906497516727
铅钡,SiO2,56.01498456472246,26.08491345105481,-29.93007111366765,-35.39518253479498,-23.016954830071622
铅钡,Na2O,2.9517610267589265,2.4835388596625667,-0.4682221670963598,-0.9701259627373517,0.14137468451277987
铅钡,K2O,0.26006904159202565,0.3146220886423444,0.05455304705031877,-0.026319022389126326,0.12934597262814224
铅钡,CaO,1.1211569911293227,2.192557182589186,1.0714001914598632,0.35833611959941014,1.791868151045369
铅钡,MgO,0.9908085727856863,1.071060806816361,0.08025223403067461,-0.11603322172137194,0.2857634813897377
铅钡,Al2O3,3.599138156212405,2.369117355960719,-1.2300208002516864,-2.7366064071957155,0.1553559710273638
铅钡,Fe2O3,1.036206311387605,0.8199506049558264,-0.2162557064317786,-0.6242543903114092,0.17164632590329978
铅钡,CuO,0.8514268658738383,1.3281037888208371,0.4766769229469988,-0.24197716113208578,1.2648614562494913
铅钡,PbO,20.2494871073666,44.36766286569378,24.11817575832718,17.853585746311683,29.26507278493732
铅钡,BaO,7.654327891908213,10.915316289213061,3.260988397304848,-0.04781742059474687,6.837097551419816
铅钡,P2O5,0.747802092844155,3.0504366625625665,2.3026345697184114,0.8331905371496274,4.140721472560077
铅钡,SrO,0.34001706518192004,0.4101911164622695,0.07017405128034948,-0.03586474028801968,0.1703507088146814
铅钡,SnO2,0.4351250680823497,0.496582225803951,0.06145715772160132,-0.000569323606793645,0.1861353273091084
铅钡,SO2,3.74768924415449,4.095946701761723,0.34825745760723326,-0.3208678998011932,0.7558876222121382
