artifact_id,sample_point,glass_type,sum_pct,closure_error,aitchison_uncertainty,nearest_unweathered_distance,nearest_threshold,robust_mahalanobis,robust_threshold,applicability_flag,bootstrap_success,estimated_SiO2_pct,estimated_Na2O_pct,estimated_K2O_pct,estimated_CaO_pct,estimated_MgO_pct,estimated_Al2O3_pct,estimated_Fe2O3_pct,estimated_CuO_pct,estimated_PbO_pct,estimated_BaO_pct,estimated_P2O5_pct,estimated_SrO_pct,estimated_SnO2_pct,estimated_SO2_pct
07,07,高钾,100.0,0.0,1.7587564807134874,1.6859118690229717,2.473482343572373,,,in_domain,1000,45.318937281515765,,36.22016760630131,6.167252240609417,0.9790086173083064,4.695948352957676,0.7077129171077908,3.549864215639246,0.2823832790852049,0.8957655832529354,1.1300129058734019,0.05294700034895008,,
09,09,高钾,100.00000000000001,1.4210854715202004e-14,1.630937376881893,1.1194660775202852,2.473482343572373,,,in_domain,1000,75.77562100400166,,3.697753778263386,5.824867465823529,1.595779712544705,5.102916685528129,2.1714238534252512,2.768119624828244,0.4602834949144379,1.4600939355170672,1.0568370689593625,0.0863033761942301,,
10,10,高钾,100.0,0.0,1.74362738220245,1.3587499900136433,2.473482343572373,,,in_domain,1000,79.42863930938006,,5.934658164653926,2.0306522515335432,1.642460156390572,3.2229344223872975,1.8158914236428834,1.5440250633416117,0.47374790837240255,1.5028052398598883,2.3153581002584147,0.08882796017939643,,
12,12,高钾,100.00000000000001,1.4210854715202004e-14,1.6309373768818936,0.8266288226272182,2.473482343572373,,,in_domain,1000,73.07291391526212,,6.151537328514945,6.573598384864034,1.550776644172904,5.48496315296396,1.9123568507487267,2.863606980732624,0.44730290026894415,1.4189173829560986,0.44015695104705704,0.08386950846859484,,
22,22,高钾,100.0,0.0,1.6122421277307444,1.6820599866502044,2.473482343572373,,,in_domain,1000,64.44099520476195,,4.058154325264656,13.64624951100285,0.7670750359600058,11.839229841872214,2.078133920952493,0.8594620532927857,0.40275066204505106,1.2775904538718617,0.5548430485558786,0.07551594242024821,,
27,27,高钾,100.0,0.0,1.7666969136446131,1.5729739114830275,2.473482343572373,,,in_domain,1000,46.3712168522574,,37.02520503015212,5.538380682798485,0.46387542522473135,6.085256087907859,0.8511090591758804,1.7247830218163118,0.2886595920499671,0.91567506642691,0.6817153701483692,0.054123812041951,,
02,02,铅钡,99.99999999999999,1.4210854715202004e-14,1.5327343552348394,2.164804548483174,2.463710534897414,16.57258233492241,4.294472526828785,out_of_domain_or_unidentifiable,1000,60.73277570047709,2.4876859651417647,0.6765965482845143,0.9327653172676328,0.8509394667282056,6.785902209305232,1.832367238140252,0.12993606592410392,16.874916457857722,4.98000921205794,0.6822348680329658,0.12277476068211271,0.30054993707430966,2.610546253026147
08,08,铅钡,99.99999999999996,4.263256414560601e-14,1.3770758432309076,1.4293704345029405,2.463710534897414,44.363965912390704,4.294472526828785,out_of_domain_or_unidentifiable,1000,44.474152290863664,3.2816171801938854,0.23375748891832515,0.7782347302568002,0.9512814326548857,2.0933899452616025,1.2995468313916925,6.862770183275781,13.460463492937247,22.52040072709248,0.9050081806639265,0.31539120618802763,0.3964687869889726,2.4275175233126767
08,08严重风化点,铅钡,100.0,0.0,1.3770758432309078,2.5655446859400426,2.463710534897414,219.48939835253051,4.294472526828785,out_of_domain_or_unidentifiable,1000,13.459617389296119,4.338818599461004,0.3090644901554931,2.21780394842837,1.2577449917790438,2.2927246001007173,1.718207107441995,2.736919039593862,20.136275530150126,29.193952207501095,2.519784664037665,0.5973203379149836,0.524194643261791,18.697572450877743
11,11,铅钡,100.0,0.0,1.5293278215220236,1.1707340736760692,2.463710534897414,9.953471404708374,4.294472526828785,out_of_domain_or_unidentifiable,1000,62.92405889230025,2.7838538346363193,0.15142955516382509,1.5657215229394628,0.5729620812779568,3.564972038675988,1.102428537884939,2.7571104088967173,10.108857644154936,8.937434214623716,2.005946782724749,0.2675519326435393,0.3363314769420026,2.921341077135582
19,19,铅钡,99.99999999999999,1.4210854715202004e-14,1.4976606861175643,1.7821070583316538,2.463710534897414,9.303960411282723,4.294472526828785,out_of_domain_or_unidentifiable,1000,59.034184361147055,2.95981844275784,0.21083499044588194,1.3896123602093349,0.5062187033621693,5.030263171426048,1.5589088799431527,2.087050693223332,18.126113109796833,3.479646029381992,2.007686576239572,0.1460759139473573,0.3575906521913255,3.105996115928098
26,26,铅钡,100.00000000000001,1.4210854715202004e-14,1.3770758432309076,1.8293201444670217,2.463710534897414,83.30105937455562,4.294472526828785,out_of_domain_or_unidentifiable,1000,44.22530194603555,3.320968196310914,0.23656055649409818,0.7662812247510052,0.9626885800863902,1.1066751939818849,1.3151301506818187,7.051808554379457,14.025589192177948,23.534807405860015,0.798507856991121,0.38818358773597506,0.40122298248772376,1.8662745720261154
26,26严重风化点,铅钡,99.99999999999999,1.4210854715202004e-14,1.3654244419460817,2.7903015038092636,2.463710534897414,228.63156245189083,4.294472526828785,out_of_domain_or_unidentifiable,1000,10.675707755759907,4.264748653460627,0.4418739049504476,2.0569366310914052,1.2362734548876664,2.395702394148852,1.6888748123141197,3.084300974143334,18.24937438280887,33.22200914310394,1.9787937002403988,0.6868233785674289,0.5152458780553095,19.503334936467684
